,elements,temp,conv,comp,filename,flow,support,bet,pressure,selectivity,title
13,,859.15,0.31,{'CO2': '21.3'},High purity H2 by sorption-enhanced chemical looping reforming of waste cooking oil in a packed bed reactor ,2000.0|cm3min−1(,,,,,High purity H2 by sorption-enhanced chemical looping reforming of waste cooking oil in a packed bed reactor 
0,NiAc,773.15,45.0,{'H2O': '1.0'},Ni/TiO2 for low temperature steam reforming of methane ,6000.0|mL,TiO2,,,,Ni/TiO2 for low temperature steam reforming of methane 
1,NiAc,773.15,10.0,{'H2O': '1.0'},Ni/TiO2 for low temperature steam reforming of methane ,6000.0|mL,TiO2,,,,Ni/TiO2 for low temperature steam reforming of methane 
2,NiAc,773.15,45.0,{'H2O': '1.0'},Ni/TiO2 for low temperature steam reforming of methane ,6000.0|mL,TiO2,,,,Ni/TiO2 for low temperature steam reforming of methane 
0,NiO3La,623.15,90.0,{'water': '70.0'},K-doped LaNiO3 perovskite for high-temperature water-gas shift of reformate gas: Role of potassium on suppressing methanation ,50.0|ml/min,NiO,,,,K-doped LaNiO3 perovskite for high-temperature water-gas shift of reformate gas: Role of potassium on suppressing methanation 
1,NiO3La,673.15,42.0,{'water': '70.0'},K-doped LaNiO3 perovskite for high-temperature water-gas shift of reformate gas: Role of potassium on suppressing methanation ,50.0|ml/min,NiO,,,,K-doped LaNiO3 perovskite for high-temperature water-gas shift of reformate gas: Role of potassium on suppressing methanation 
0,Al2O3CuZnO,433.15,80.0,,Gold promoted Cu/ZnO/Al2O3 catalysts prepared from hydrotalcite precursors: Advanced materials for the WGS reaction ,50.0|mLmin−1,ZnOAl2O3,,,,Gold promoted Cu/ZnO/Al2O3 catalysts prepared from hydrotalcite precursors: Advanced materials for the WGS reaction 
0,,923.15,82.0,"{'CO': '0.1', 'H2O': '1.0'}",Ceria-based catalysts for the recovery of elemental sulfur from SO2-laden gas streams ,100.0|cm3/min.,,,,,Ceria-based catalysts for the recovery of elemental sulfur from SO2-laden gas streams 
0,Fe3O4,723.15,78.6,"{'CO': '38.0', 'CO2': '21.3', 'H2': '2.3', 'N2': '29.3'}",High temperature water–gas shift without pre-reduction over spinel ferrite catalysts synthesized by glycine assisted sol–gel combustion method ,40057.0|h−1.,Fe2O3,"['72.0', 'm2/g)>']",,,High temperature water–gas shift without pre-reduction over spinel ferrite catalysts synthesized by glycine assisted sol–gel combustion method 
1,Fe3O4,823.15,56.7,"{'CO': '38.0', 'CO2': '21.3', 'H2': '2.3', 'N2': '29.3'}",High temperature water–gas shift without pre-reduction over spinel ferrite catalysts synthesized by glycine assisted sol–gel combustion method ,40057.0|h−1.,Fe2O3,"['72.0', 'm2/g)>']",,,High temperature water–gas shift without pre-reduction over spinel ferrite catalysts synthesized by glycine assisted sol–gel combustion method 
0,Al2O3RuO2,821.15,70.0,"{'carbonmonoxide': '1.0', 'hydrogen': '2.0', 'carbondioxide': '3.0'}",Catalytic conversion of bio-oil in supercritical water: Influence of RuO2/γ-Al2O3 catalysts on gasification efficiencies and bio-methane production ,0.96|h−1.,Al2O3,,,,Catalytic conversion of bio-oil in supercritical water: Influence of RuO2/γ-Al2O3 catalysts on gasification efficiencies and bio-methane production 
0,CeO2Au,523.15,78.0,{'hydrogen': '10.0'},The action of Pt in bimetallic Au–Pt/CeO2 catalyst for water–gas shift reaction ,20.0|ml/min),CeO2,,,,The action of Pt in bimetallic Au–Pt/CeO2 catalyst for water–gas shift reaction 
0,Ni,823.0,83.0,{'steam': '5.0'},Pure hydrogen production by steam reforming of methane mixtures with various propane contents in a membrane reactor with the industrial nickel catalyst and a Pd–Ru alloy foil ,3600.0|h−1,,,,,Pure hydrogen production by steam reforming of methane mixtures with various propane contents in a membrane reactor with the industrial nickel catalyst and a Pd–Ru alloy foil 
1,Ni,823.0,97.0,{'steam': '5.0'},Pure hydrogen production by steam reforming of methane mixtures with various propane contents in a membrane reactor with the industrial nickel catalyst and a Pd–Ru alloy foil ,3600.0|h−1,,,,,Pure hydrogen production by steam reforming of methane mixtures with various propane contents in a membrane reactor with the industrial nickel catalyst and a Pd–Ru alloy foil 
2,Ni,823.0,15.0,{'steam': '5.0'},Pure hydrogen production by steam reforming of methane mixtures with various propane contents in a membrane reactor with the industrial nickel catalyst and a Pd–Ru alloy foil ,3600.0|h−1,,,,,Pure hydrogen production by steam reforming of methane mixtures with various propane contents in a membrane reactor with the industrial nickel catalyst and a Pd–Ru alloy foil 
3,Ni,823.0,80.0,{'steam': '5.0'},Pure hydrogen production by steam reforming of methane mixtures with various propane contents in a membrane reactor with the industrial nickel catalyst and a Pd–Ru alloy foil ,3600.0|h−1,,,,,Pure hydrogen production by steam reforming of methane mixtures with various propane contents in a membrane reactor with the industrial nickel catalyst and a Pd–Ru alloy foil 
0,,873.15,7.0,"{'CO': ""'1'"", 'CO2': ""'10'"", 'H2': ""'89'""}",Chapter 9 Microporous Zeolite Membrane Reactors ,2.0|mL/min,,,,,Chapter 9 Microporous Zeolite Membrane Reactors 
0,Co,623.15,5.0,"{'CO': '64.9', 'CO2': '8.1', 'H2': '25.1', 'N2': '1.9'}",Novel sour water gas shift catalyst (SWGS) for lean steam to gas ratio applications ,,Al2O3,,,,Novel sour water gas shift catalyst (SWGS) for lean steam to gas ratio applications 
1,Co,533.15,13.0,"{'CO': '64.9', 'CO2': '8.1', 'H2': '25.1', 'N2': '1.9'}",Novel sour water gas shift catalyst (SWGS) for lean steam to gas ratio applications ,,Al2O3,,,,Novel sour water gas shift catalyst (SWGS) for lean steam to gas ratio applications 
0,,1233.15,96.0,{'methane-steam': '1.6'},Methane steam reforming in a microchannel reactor for GTL intensification: A computational fluid dynamics simulation study ,30000.0|h−1(,,,,,Methane steam reforming in a microchannel reactor for GTL intensification: A computational fluid dynamics simulation study 
1,,1203.15,97.0,{'methane-steam': '1.6'},Methane steam reforming in a microchannel reactor for GTL intensification: A computational fluid dynamics simulation study ,30000.0|h−1(,,,,,Methane steam reforming in a microchannel reactor for GTL intensification: A computational fluid dynamics simulation study 
2,,1282.15,97.6,{'methane-steam': '1.6'},Methane steam reforming in a microchannel reactor for GTL intensification: A computational fluid dynamics simulation study ,30000.0|h−1(,,,,,Methane steam reforming in a microchannel reactor for GTL intensification: A computational fluid dynamics simulation study 
0,CeO2,423.15,7.5,"{'Ar': '90.0', 'CO': '5.0', 'H2O': '5.0'}",Catalytic hollow fibre membrane micro-reactor: High purity H2 production by WGS reaction ,30.0|ml/min,CeO2,,,,Catalytic hollow fibre membrane micro-reactor: High purity H2 production by WGS reaction 
1,CeO2,723.15,30.0,"{'Ar': '90.0', 'CO': '5.0', 'H2O': '5.0'}",Catalytic hollow fibre membrane micro-reactor: High purity H2 production by WGS reaction ,30.0|ml/min,CeO2,,,,Catalytic hollow fibre membrane micro-reactor: High purity H2 production by WGS reaction 
2,CeO2,623.15,10.0,"{'Ar': '90.0', 'CO': '5.0', 'H2O': '5.0'}",Catalytic hollow fibre membrane micro-reactor: High purity H2 production by WGS reaction ,30.0|ml/min,CeO2,,,,Catalytic hollow fibre membrane micro-reactor: High purity H2 production by WGS reaction 
0,NiCuCeLaO,150673.15,98.0,"[""(10.0, 'CO')"", ""(20.0, 'H2O')""]",Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction ,1.0|mgmin,La2O3,,,,Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction 
1,NiCuCeO2,300773.15,85.0,"[""(5.0, 'CO')"", ""(25.0, 'H2O')""]",Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction ,1.0|mgmin,CeO2,,,,Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction 
2,NiCuCe,100813.15,99.0,"[""(1.3, 'CO')"", ""(35.0, 'H2O')""]",Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction ,1.9|mgmin,,,,,Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction 
3,AlNiCuCe,200673.15,97.0,"[""(5.0, 'CO')"", ""(25.0, 'H2O')""]",Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction ,,,,,,Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction 
4,NiCuCeO2,350823.15,85.0,{'H2': '45.0'},Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction ,,CeO2,,,,Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction 
5,NiCu,180623.15,82.5,{'H2': '45.0'},Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction ,,,,,,Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction 
6,NiCuCe,250723.15,65.0,"[""(8.0, 'CO')"", ""(24.0, 'H2O')"", ""(45.0, 'H2')""]",Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction ,0.8|mgmin,,,,,Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction 
7,AlNiCuCe,250723.15,50.0,"[""(8.0, 'CO')"", ""(24.0, 'H2O')"", ""(45.0, 'H2')""]",Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction ,4.0|mgmin,,,,,Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction 
8,AlNiCuCe,250723.15,67.0,"[""(8.0, 'CO')"", ""(24.0, 'H2O')"", ""(45.0, 'H2')""]",Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction ,12.0|mgmin,,,,,Pelletized Cu-Ni/CePr5 catalysts for H2 purification via Water Gas Shift reaction 
0,ZrO2,573.15,2.6,"{'H2': '29.9', 'CO': '2.9', 'H2O': '26.1', 'N2': '4.3', 'He': '36.8'}",Low temperature water-gas shift: Optimization of K loading on Pt/m-ZrO2 for enhancing CO conversion ,100.0|mL/min),ZrO2,,,,Low temperature water-gas shift: Optimization of K loading on Pt/m-ZrO2 for enhancing CO conversion 
0,In,1073.15,50.0,{'CO2': '30.0'},Thermally integrated bio-syngas-production for biorefineries ,,,,,,Thermally integrated bio-syngas-production for biorefineries 
0,,653.15,93.0,"{'CO2': '30.0', 'H2': '12.36', 'CO': '25.0', 'N2': '5.0'}",Investigation of hydrogen production from model bio-syngas with high CO2 content by water-gas shift reaction ,1000.0|h−1.,,,,,Investigation of hydrogen production from model bio-syngas with high CO2 content by water-gas shift reaction 
0,,773.15,51.0,{'H2': '30.0'},Applications of catalytic inorganic membrane reactors to refinery products ,,,,,,Applications of catalytic inorganic membrane reactors to refinery products 
0,,823.15,65.0,{'nitrogen': '22.5'},Modified zeolite membrane reactor for high temperature water gas shift reaction ,7500.0|h−1.,,"['95.9', 'm2/g']",,,Modified zeolite membrane reactor for high temperature water gas shift reaction 
0,Al2O3Pd,823.15,37.5,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,Al2O3,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
1,Al2O3Pd,823.15,17.2,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,Al2O3,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
2,Al2O3Pd,873.15,48.6,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,Al2O3,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
3,Al2O3Pd,873.15,40.9,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,Al2O3,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
4,Al2O3Ni,673.15,2.1,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,Al2O3,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
5,Al2O3Ni,673.15,5.6,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,Al2O3,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
6,Al2O3Ni,723.15,8.4,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,Al2O3,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
7,Al2O3Ni,723.15,17.4,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,Al2O3,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
8,Al2O3Pt,673.15,7.9,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,Al2O3,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
9,Al2O3Pt,673.15,5.6,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,Al2O3,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
10,Al2O3Pt,723.15,17.8,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,Al2O3,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
11,Al2O3Pt,723.15,17.4,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,Al2O3,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
12,Al2O3CeZrO2Pt,823.15,85.0,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,Al2O3ZrO2,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
13,Al2O3CeZrO2Pt,823.15,25.0,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,Al2O3ZrO2,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
14,NiCeZrO2,823.15,65.2,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,ZrO2,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
15,NiCeZrO2,823.15,33.5,{'CO2': '10.0'},Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane ,20.0|ml/min,ZrO2,"['50', 'ml']",250|kPa,,Improved hydrogen production from dry reforming reaction using a catalytic packed-bed membrane reactor with Ni-based catalyst and dense PdAgCu alloy membrane 
0,CuCe,1023.15,35.0,"{'He': '90.0', 'H2': '10.0'}",Calcination temperature and CuO loading dependence on CuO-CeO2 catalyst activity for water-gas shift reaction ,33000.0|h−1).,CeO2CuO,,,,Calcination temperature and CuO loading dependence on CuO-CeO2 catalyst activity for water-gas shift reaction 
1,CuCe,823.15,94.0,"{'He': '90.0', 'H2': '10.0'}",Calcination temperature and CuO loading dependence on CuO-CeO2 catalyst activity for water-gas shift reaction ,33000.0|h−1).,CeO2CuO,,,,Calcination temperature and CuO loading dependence on CuO-CeO2 catalyst activity for water-gas shift reaction 
0,,589.15,73.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",CeO2,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
1,CuOCeO2,673.15,67.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",CeO2CuO,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
2,CeO2Pt,593.15,98.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",CeO2,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
3,Mn2O4Cu,673.15,73.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",MnO,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
4,CuOCeZn,673.15,78.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",CuO,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
5,CrOFeCu,723.15,70.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",CeO2,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
6,AlFeCuO,723.15,76.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",CuO,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
7,Al2O3CrFe2O3NiO,673.15,72.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",Al2O3Fe2O3NiO,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
8,CeO2La2O3,603.15,67.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",CeO2La2O3,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
9,NiCuO,603.15,65.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",CuO,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
10,CuOCeO2,673.15,58.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",CeO2CuO,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
11,TiOTiOCuO,723.15,60.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",TiO2CuO,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
12,TiOTiOCuOCe,723.15,67.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",TiO2CuO,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
13,La,573.15,82.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",CeO2,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
14,Al2O3NiCeO2,723.15,95.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",Al2O3CeO2,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
15,Fe2O4NiZn,723.15,65.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",Fe2O3,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
16,Fe2O3,723.15,60.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",Fe2O3,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
17,Fe2O3,723.15,65.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",SiO2Fe2O3,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
18,TiO2TiO2Fe2O3,723.15,66.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",TiO2Fe2O3,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
19,MgOFe2O3,723.15,91.0,{'CO': '2.0'},Performance of water gas shift reaction catalysts: A review ,"45515.0|h−1,",MgOFe2O3,"['141.9', 'm2/g)']",,,Performance of water gas shift reaction catalysts: A review 
0,,,100.0,{'water': '2.0'},Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction ,4.0|cm3/min),Al2O3,,,,Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction 
1,,,100.0,{'water': '2.0'},Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction ,4.0|cm3/min),Al2O3,,,,Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction 
2,,,100.0,{'water': '2.0'},Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction ,4.0|cm3/min),Al2O3,,,,Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction 
3,,,100.0,{'water': '2.0'},Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction ,4.0|cm3/min),Al2O3,,,,Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction 
4,,,100.0,{'water': '2.0'},Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction ,4.0|cm3/min),Al2O3,,,,Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction 
5,,,100.0,{'water': '2.0'},Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction ,4.0|cm3/min),Al2O3,,,,Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction 
6,,,100.0,{'water': '2.0'},Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction ,4.0|cm3/min),Al2O3,,,,Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction 
7,,,100.0,{'water': '2.0'},Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction ,4.0|cm3/min),Al2O3,,,,Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction 
8,,,100.0,{'water': '2.0'},Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction ,4.0|cm3/min),Al2O3,,,,Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction 
9,,,100.0,{'water': '2.0'},Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction ,4.0|cm3/min),Al2O3,,,,Hydrogen production and carbon dioxide enrichment from ethanol steam reforming followed by water gas shift reaction 
0,Cu,548.0,99.4,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
1,Cu,548.0,98.7,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
2,Cu,548.0,99.8,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
3,Co,548.0,99.8,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
4,K,473.0,35.1,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
5,K,473.0,10.3,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
6,K,473.0,33.9,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
7,K,473.0,16.3,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
8,KCu,548.0,89.3,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
9,KCu,548.0,83.7,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
